Spectrum,Observed,Rel.,Acc.
O II,1675.907,90.0,
O II,1676.394,80.0,
O II,1677.378,1000.0,
O II,1677.647,1000.0,
O II,1683.762,70.0,
O II,1684.033,80.0,
O II,1691.477,80.0,D
O II,1691.477,80.0,D
Na IV,1670.79,0.0,B
Na II,1671.886,3050.0,
Na IV,1672.33,50.0,B
Na II,1673.649,1050.0,
Na III,1688.942,1010.0,
Mg III,1675.71,10.0,B
Mg III,1679.47,20.0,B
Mg IV,1679.96,1080.0,B+
Mg IV,1683.003,2050.0,B+
Mg I,1683.412,0.0,D+
Mg III,1687.091,1030.0,B
Mg IV,1692.675,1070.0,B+
Si I,1672.59,100000.0,D+
Si III,1673.32,70.0,C+
Si I,1675.2,200000.0,C
Si I,1682.68,3000.0,
Si I,1686.82,3000.0,
Si I,1689.29,5000.0,
Si I,1690.79,3000.0,
Si I,1693.29,5000.0,D+
S IV,1675.919,10.0,
S IV,1676.332,30.0,D
S IV,1676.617,20.0,D
S IV,1686.821,40.0,D+
S I,1687.5305,1050000000.0,D
S IV,1687.945,70.0,B
S IV,1688.245,30.0,C+
S IV,1688.629,80.0,B
S IV,1690.479,80.0,D+
Ca II,1673.86,1020.0,C
Ca II,1680.05,2000.0,C
Ca II,1680.13,20.0,C
Ca III,1684.392,103000.0,
Ca III,1688.77,10700000.0,C
Ca II,1691.78,80.0,C
Fe II,1670.74697,103000000000.0,D+
Fe II,1670.7912,1070000000.0,D
Fe II,1670.9908,1000000000.0,D
Fe IV,1671.04,1040.0,
Fe III,1671.13,703000.0,
Fe III,1671.215,504000.0,
Fe II,1671.425,20100000.0,D+
Fe II,1672.4108,20600000.0,D+
Fe III,1672.51,504000.0,
Fe II,1672.6246,10800000.0,D+
Fe II,1672.793,10100000.0,
Fe IV,1672.86,1020.0,
Fe II,1673.4652,9000000000.0,C+
Fe IV,1673.68,1030.0,
Fe II,1674.021,600000.0,D
Fe II,1674.18784,1040000000.0,D+
Fe II,1674.2573,1090000000.0,D+
Fe III,1674.382,703000.0,
Fe II,1674.44,60000000.0,
Fe III,1674.534,10300000.0,D
Fe II,1674.633,40000000.0,
Fe II,1674.633,40000000.0,
Fe II,1674.7169,4000000000.0,D+
Fe III,1675.204,40400000.0,D
Fe IV,1675.66,1040.0,
Fe II,1675.914,900000.0,
Fe III,1676.057,10300000.0,D
Fe II,1676.112,400000.0,
Fe II,1676.135,500000.0,D+
Fe III,1676.164,909000.0,D
Fe III,1676.285,10800000.0,D
Fe II,1676.361,70000000.0,
Fe II,1676.361,70000000.0,
Fe V,1676.441,109000.0,C
Fe III,1676.478,80100000.0,
Fe II,1676.723,40000000.0,
Fe IV,1676.78,1020.0,
Fe II,1676.8556,1070000000.0,C+
Fe IV,1677.12,1020.0,
Fe II,1677.837,1030000000.0,D+
Fe III,1678.0,505000.0,
Fe II,1678.3132,10500000.0,D
Fe II,1678.401,700000.0,
Fe III,1678.56,505000.0,
Fe II,1678.629,302000.0,
Fe V,1678.726,20.0,D+
Fe II,1679.26,400000.0,D
Fe II,1679.3832,7000000000.0,D+
Fe II,1679.4951,1060000000.0,D+
Fe II,1680.416,700000.0,
Fe II,1680.576,700000.0,
Fe II,1680.767,500000.0,
Fe II,1680.927,400000.0,
Fe II,1681.1118,1020000000.0,D
Fe III,1681.285,20500000.0,
Fe II,1681.317,400000.0,D
Fe IV,1681.36,1030.0,
Fe II,1681.72,700000.0,
Fe II,1681.805,400000.0,
Fe III,1681.905,705000.0,
Fe IV,1681.95,1020.0,
Fe II,1682.066,500000.0,D+
Fe II,1682.3732,20600000.0,D+
Fe III,1682.656,505000.0,
Fe II,1683.3078,10800000.0,D+
Fe II,1683.454,500000.0,
Fe II,1683.7103,50000000.0,
Fe III,1683.817,506000.0,
Fe II,1684.008,70000000.0,D
Fe II,1684.454,500000.0,D+
Fe II,1684.454,500000.0,
Fe II,1684.673,400000.0,
Fe II,1685.6816,10500000.0,D+
Fe II,1685.9546,3000000000.0,D+
Fe II,1686.4565,2030000000.0,D+
Fe II,1686.6925,1090000000.0,D
Fe II,1686.785,60000000.0,
Fe II,1686.785,60000000.0,
Fe III,1687.507,506000.0,
Fe IV,1687.69,1050.0,
Fe III,1687.903,1050000000.0,
Fe II,1688.0742,900000.0,
Fe II,1688.1585,10500000.0,D+
Fe II,1688.289,60000000.0,D
Fe II,1688.4027,90000000.0,C
Fe III,1688.962,506000.0,
Fe II,1689.8317,3000000000.0,D+
Fe III,1689.961,507000.0,
Fe III,1690.306,1050000000.0,
Fe II,1690.444,600000.0,
Fe III,1690.458,706000.0,
Fe III,1690.595,507000.0,
Fe II,1690.7583,3030000000.0,D+
Fe II,1690.987,900000.0,
Fe II,1690.987,900000.0,
Fe III,1691.087,507000.0,
Fe II,1691.2737,2050000000.0,D+
Fe II,1691.466,400000.0,
Fe II,1691.563,900000.0,
Fe III,1691.711,707000.0,D+
Fe III,1691.901,10000000.0,D
Fe II,1692.1753,20100000.0,D+
Fe II,1692.497,70000000.0,
Fe II,1692.545,10500000.0,
Fe III,1692.609,707000.0,
Fe III,1693.248,507000.0,
Fe II,1693.4778,1050000000.0,D+
Fe II,1693.6014,10700000.0,D
Fe III,1693.701,507000.0,
Fe II,1693.759,60000000.0,D+
Fe II,1693.9372,1010000000.0,D
Fe III,1693.941,60300000.0,
